"id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","compas_risk_score","two_year_recid","compas_binary_class","random_split"
5061,"black",1,21,0,0,1,1,4,1,0,"test"
5062,"white",1,37,0,0,7,1,6,1,1,"train"
5063,"black",1,21,0,0,1,0,5,1,1,"test"
5064,"white",0,28,0,0,2,1,2,1,0,"train"
5065,"white",0,42,0,0,2,0,4,0,0,"train"
5066,"other",0,23,0,2,7,1,6,1,1,"train"
5067,"black",1,24,0,0,2,1,6,1,1,"train"
5068,"white",0,31,0,0,0,1,7,0,1,"test"
5069,"black",0,24,1,0,2,0,10,1,1,"train"
5071,"black",0,25,0,0,1,1,2,0,0,"test"
5073,"black",0,55,0,0,12,1,2,0,0,"train"
5074,"black",0,33,0,0,1,0,1,1,0,"train"
5075,"black",0,26,1,3,24,0,10,1,1,"test"
5078,"black",0,27,0,0,1,1,7,0,1,"train"
5079,"white",0,26,0,0,3,0,2,0,0,"train"
5083,"hispanic",0,21,0,0,0,0,10,1,1,"train"
5084,"black",1,27,0,0,0,0,4,0,0,"test"
5086,"white",0,46,0,0,0,1,1,0,0,"train"
5088,"white",1,38,0,0,1,0,6,1,1,"train"
5094,"black",1,24,0,0,0,0,5,0,1,"train"
5096,"black",1,38,0,0,0,0,4,0,0,"test"
5098,"black",0,27,0,0,7,1,9,1,1,"train"
5099,"black",0,48,0,0,6,1,3,0,0,"train"
5100,"white",1,31,0,0,2,1,4,1,0,"test"
5101,"black",0,28,0,0,5,0,5,1,1,"train"
5103,"hispanic",0,30,0,0,7,1,9,0,1,"train"
5106,"white",0,25,0,0,6,0,5,1,1,"train"
5107,"black",0,27,0,0,8,1,10,1,1,"train"
5108,"white",0,55,0,0,0,0,1,0,0,"test"
5111,"black",0,25,0,0,1,1,3,0,0,"train"
5112,"black",0,40,0,0,5,1,7,1,1,"test"
5113,"black",0,21,0,0,0,1,4,1,0,"train"
5114,"white",0,50,0,0,26,1,7,1,1,"test"
5116,"black",0,28,0,1,10,1,7,1,1,"train"
5117,"black",0,20,0,1,2,1,9,1,1,"test"
5118,"native american",0,33,1,0,9,0,7,1,1,"train"
5119,"black",0,31,5,0,10,1,9,1,1,"train"
5120,"black",1,57,0,0,0,0,1,0,0,"test"
5121,"black",0,25,0,0,0,0,2,0,0,"test"
5122,"black",0,22,0,4,7,1,8,1,1,"train"
5123,"black",0,31,0,0,3,1,3,1,0,"train"
5126,"black",0,43,0,0,7,1,4,0,0,"test"
5127,"white",1,25,0,0,0,0,4,0,0,"train"
5128,"hispanic",0,39,0,0,1,0,2,0,0,"test"
5130,"black",0,40,0,0,1,1,1,0,0,"test"
5131,"black",0,20,0,0,0,1,5,1,1,"train"
5132,"black",0,35,0,0,2,0,7,0,1,"test"
5133,"black",0,34,0,0,1,0,1,1,0,"train"
5134,"white",0,27,0,0,18,1,9,1,1,"test"
5136,"hispanic",0,37,0,0,1,1,5,1,1,"train"
5137,"black",1,38,0,0,3,1,1,1,0,"train"
5138,"white",0,21,0,0,0,1,7,1,1,"train"
5140,"black",0,25,0,0,0,0,1,1,0,"train"
5141,"black",0,53,0,0,6,0,6,1,1,"train"
5142,"black",1,50,0,0,4,1,3,0,0,"test"
5143,"white",1,23,0,0,1,0,6,0,1,"train"
5145,"black",0,27,1,0,2,1,4,1,0,"train"
5147,"other",0,22,0,0,0,1,5,1,1,"train"
5148,"white",0,27,0,0,0,0,3,1,0,"test"
5149,"black",0,29,0,0,5,1,8,1,1,"test"
5150,"black",0,38,0,0,1,0,1,0,0,"train"
5151,"white",1,54,0,0,2,1,2,0,0,"train"
5152,"black",0,26,0,0,1,1,10,1,1,"test"
5153,"black",0,37,1,8,23,1,8,1,1,"train"
5154,"black",0,36,0,2,25,0,10,1,1,"train"
5155,"black",0,28,0,0,18,1,10,1,1,"test"
5158,"black",0,49,0,0,1,0,1,0,0,"test"
5160,"black",0,36,0,0,11,1,7,0,1,"train"
5161,"black",1,26,0,0,2,1,9,0,1,"train"
5162,"white",1,41,0,0,0,1,3,0,0,"test"
5163,"hispanic",0,26,0,0,9,1,7,1,1,"train"
5166,"white",0,40,1,0,9,1,9,0,1,"test"
5167,"white",0,29,0,0,8,0,8,0,1,"train"
5168,"black",0,21,1,0,7,1,10,1,1,"test"
5170,"other",0,22,0,0,0,1,2,1,0,"train"
5171,"white",0,33,0,0,0,1,1,0,0,"train"
5172,"black",0,26,0,0,7,1,7,0,1,"test"
5173,"black",1,27,0,0,0,0,3,1,0,"train"
5174,"black",0,35,0,0,1,1,2,0,0,"train"
5176,"black",0,27,0,0,3,0,2,0,0,"train"
5177,"hispanic",0,37,0,0,3,0,1,1,0,"train"
5178,"black",1,31,0,0,3,1,5,0,1,"train"
5179,"black",0,36,1,0,26,1,8,1,1,"test"
5180,"other",1,32,0,0,0,0,2,0,0,"train"
5181,"white",0,50,0,0,1,1,1,0,0,"train"
5182,"white",0,52,0,0,1,1,1,0,0,"test"
5183,"black",0,24,0,0,1,0,4,0,0,"test"
5184,"black",0,38,0,0,0,1,4,0,0,"train"
5186,"black",0,54,0,0,11,1,8,0,1,"train"
5187,"white",0,71,0,0,13,1,2,0,0,"train"
5188,"black",0,27,0,4,9,1,7,1,1,"train"
5189,"white",1,39,0,0,1,1,4,0,0,"test"
5190,"other",0,34,0,0,1,0,2,1,0,"train"
5191,"other",0,23,0,0,0,0,8,1,1,"train"
5192,"black",0,46,1,0,8,0,4,1,0,"train"
5193,"black",1,36,0,0,5,1,6,1,1,"train"
5194,"black",0,55,0,0,0,1,1,0,0,"train"
5196,"hispanic",0,33,0,0,1,1,4,0,0,"train"
5197,"black",0,45,0,0,0,0,3,1,0,"train"
5198,"white",0,27,0,0,0,1,4,0,0,"train"
5201,"black",0,23,0,0,2,1,4,1,0,"train"
5203,"black",0,20,1,0,1,1,7,1,1,"train"
5204,"black",1,31,0,2,10,1,8,0,1,"test"
5205,"white",0,24,0,0,8,1,9,0,1,"train"
5207,"white",1,37,0,0,2,1,8,1,1,"test"
5208,"black",0,25,0,0,0,0,6,1,1,"train"
5209,"white",0,26,0,0,0,1,3,0,0,"train"
5211,"hispanic",0,29,0,0,0,1,3,0,0,"train"
5213,"hispanic",0,33,0,0,3,0,2,0,0,"train"
5215,"white",0,29,0,0,0,1,2,0,0,"test"
5216,"black",0,41,0,0,4,0,1,1,0,"test"
5217,"black",0,37,0,0,0,1,1,1,0,"train"
5218,"white",0,46,0,0,2,1,3,0,0,"test"
5219,"white",1,56,0,0,10,1,5,1,1,"train"
5222,"black",0,23,0,0,0,1,3,1,0,"test"
5223,"black",1,23,0,0,1,1,5,1,1,"train"
5224,"black",0,25,0,0,0,1,8,1,1,"train"
5225,"black",0,24,0,0,1,1,7,1,1,"train"
5226,"black",0,35,0,0,27,1,10,0,1,"test"
5227,"black",0,48,0,0,10,1,8,0,1,"train"
5231,"hispanic",0,26,0,0,1,0,2,1,0,"train"
5232,"white",0,24,0,0,2,1,7,1,1,"train"
5236,"black",0,25,0,1,8,1,10,0,1,"test"
5243,"black",0,23,0,0,0,1,9,1,1,"train"
5244,"white",0,43,0,0,2,1,1,0,0,"train"
5246,"white",1,53,0,0,0,0,1,0,0,"test"
5247,"black",0,24,0,0,1,1,6,1,1,"train"
5248,"black",0,25,1,0,4,0,9,0,1,"train"
5249,"black",0,28,0,0,0,1,4,0,0,"train"
5251,"white",0,21,0,0,1,1,3,0,0,"train"
5252,"other",0,31,0,0,0,0,2,0,0,"train"
5253,"white",0,33,0,0,3,1,7,1,1,"train"
5255,"black",1,35,0,0,1,1,1,0,0,"test"
5258,"white",0,55,0,0,3,0,3,0,0,"test"
5259,"hispanic",0,50,0,0,9,0,5,1,1,"train"
5260,"black",0,28,0,0,0,0,3,0,0,"train"
5261,"white",0,44,0,0,0,0,1,1,0,"train"
5262,"white",1,48,0,0,2,1,1,0,0,"test"
5263,"black",0,19,2,1,3,1,10,1,1,"train"
5264,"other",0,23,0,0,2,0,7,0,1,"train"
5265,"black",0,24,0,0,3,1,8,1,1,"train"
5266,"white",0,50,0,0,2,1,3,0,0,"train"
5270,"black",0,31,0,0,0,0,4,0,0,"train"
5271,"white",1,28,0,0,0,1,4,1,0,"train"
5272,"white",0,42,0,0,0,1,1,0,0,"train"
5274,"black",0,21,0,0,0,0,9,1,1,"train"
5275,"black",0,29,0,0,5,1,10,0,1,"train"
5276,"white",0,48,0,0,1,1,1,0,0,"train"
5278,"white",0,21,0,0,0,1,8,1,1,"train"
5279,"other",0,24,0,0,0,0,4,1,0,"train"
5280,"white",0,31,0,0,3,1,5,1,1,"train"
5281,"hispanic",0,23,0,0,0,0,3,0,0,"train"
5282,"white",0,27,0,0,0,1,9,1,1,"train"
5287,"other",0,32,0,0,0,0,2,0,0,"train"
5288,"white",0,75,0,0,1,1,4,1,0,"train"
5289,"black",0,28,0,0,7,1,5,1,1,"train"
5290,"white",0,67,0,0,0,0,1,0,0,"test"
5293,"black",1,32,0,0,11,1,7,0,1,"train"
5294,"black",0,44,0,0,7,1,4,0,0,"train"
5295,"black",0,25,0,0,1,1,4,1,0,"train"
5297,"black",1,30,0,0,15,0,8,1,1,"test"
5298,"white",0,28,0,1,9,0,4,0,0,"test"
5301,"black",0,27,0,0,0,1,6,1,1,"test"
5307,"black",0,36,0,0,4,1,4,0,0,"train"
5308,"other",0,36,0,0,8,0,2,0,0,"train"
5309,"white",1,25,0,0,0,0,4,0,0,"train"
5312,"white",0,31,0,0,5,1,5,1,1,"train"
5313,"white",0,30,0,0,0,0,1,1,0,"train"
5314,"black",0,33,0,0,4,1,2,0,0,"test"
5315,"hispanic",0,38,0,0,0,0,1,0,0,"test"
5316,"black",0,26,0,0,1,0,3,1,0,"train"
5318,"hispanic",0,52,0,0,5,1,3,1,0,"train"
5321,"white",1,22,0,0,2,0,7,1,1,"train"
5322,"white",0,50,0,0,0,1,1,0,0,"train"
5323,"black",0,37,0,0,4,1,1,0,0,"train"
5324,"white",0,58,0,0,1,1,1,1,0,"test"
5326,"white",0,34,0,0,3,0,4,1,0,"train"
5327,"white",0,32,0,0,1,1,1,1,0,"train"
5330,"black",0,29,0,0,0,0,1,1,0,"train"
5331,"black",0,27,0,0,0,0,1,0,0,"train"
5332,"white",0,39,0,0,5,1,3,0,0,"train"
5333,"black",0,24,0,0,0,1,3,0,0,"train"
5334,"black",0,38,1,0,8,0,7,0,1,"test"
5335,"white",0,52,0,0,7,1,2,0,0,"test"
5337,"black",0,56,0,0,3,0,2,1,0,"test"
5339,"white",0,46,0,0,7,1,6,1,1,"test"
5341,"white",0,38,0,0,5,1,1,1,0,"train"
5342,"white",0,47,0,0,3,0,5,0,1,"train"
5344,"white",0,32,0,0,0,1,1,0,0,"train"
5346,"black",0,34,0,1,27,0,7,0,1,"test"
5347,"black",0,42,0,0,5,1,6,0,1,"train"
5348,"black",1,35,0,0,0,0,1,1,0,"test"
5349,"white",0,20,0,0,0,1,10,1,1,"test"
5350,"white",1,32,0,0,2,1,10,1,1,"train"
5351,"white",0,21,0,0,0,0,5,0,1,"train"
5352,"black",0,24,0,0,0,0,2,1,0,"train"
5354,"black",0,24,0,0,1,0,9,1,1,"train"
5355,"hispanic",0,55,0,0,2,1,1,0,0,"train"
5358,"black",0,26,0,0,0,0,3,1,0,"test"
5360,"white",0,52,0,0,8,1,2,0,0,"train"
5363,"black",0,27,0,0,1,0,2,0,0,"train"
5364,"white",1,27,0,0,0,0,5,0,1,"train"
5365,"white",0,56,0,0,0,1,1,0,0,"train"
5366,"white",0,52,0,0,16,1,9,1,1,"train"
5367,"black",0,37,0,0,3,1,1,1,0,"test"
5369,"black",0,45,0,0,0,0,1,0,0,"test"
5370,"black",0,23,0,0,1,0,2,0,0,"test"
5371,"white",1,36,0,0,3,1,6,1,1,"train"
5372,"black",1,29,0,0,0,1,2,0,0,"test"
5373,"hispanic",0,21,0,0,0,1,3,0,0,"train"
5374,"other",0,20,0,2,3,0,2,1,0,"train"
5377,"black",0,69,0,0,3,1,6,0,1,"train"
5379,"black",0,27,0,1,11,1,8,0,1,"train"
5380,"black",0,28,1,0,11,1,8,1,1,"train"
5381,"black",0,38,0,0,4,0,1,0,0,"test"
5382,"other",0,30,0,0,0,1,1,0,0,"train"
5383,"black",1,19,0,0,1,1,9,1,1,"train"
5386,"white",1,37,0,0,1,1,1,0,0,"train"
5387,"black",0,34,0,0,0,0,1,1,0,"train"
5388,"white",0,37,0,0,7,1,8,1,1,"train"
5389,"black",0,21,0,0,1,1,8,0,1,"train"
5390,"black",0,21,0,0,0,1,9,1,1,"train"
5391,"white",1,38,0,0,3,1,4,0,0,"train"
5392,"black",0,47,0,0,1,0,4,0,0,"test"
5394,"white",0,56,0,0,3,1,2,0,0,"test"
5395,"black",0,27,0,0,2,1,7,1,1,"test"
5398,"black",0,23,0,0,0,0,8,0,1,"train"
5399,"white",0,57,0,0,0,1,1,0,0,"test"
5400,"black",0,25,0,1,9,1,7,0,1,"train"
5402,"black",1,23,0,0,2,1,10,1,1,"test"
5403,"black",0,32,0,0,8,1,10,1,1,"test"
5404,"black",1,36,0,0,2,0,5,0,1,"train"
5405,"black",0,41,0,0,5,0,5,0,1,"test"
5406,"hispanic",0,31,0,0,2,1,3,0,0,"train"
5410,"other",1,39,0,0,0,1,1,0,0,"train"
5411,"black",0,21,0,0,1,1,6,1,1,"train"
5412,"white",0,43,0,0,8,1,4,1,0,"train"
5416,"black",0,31,0,0,2,0,4,0,0,"test"
5417,"white",0,37,0,0,0,0,1,0,0,"train"
5418,"black",0,27,0,0,0,1,2,0,0,"train"
5420,"black",0,22,0,0,2,1,4,1,0,"test"
5423,"white",0,59,0,0,2,1,1,0,0,"test"
5425,"black",1,33,0,0,0,1,9,1,1,"test"
5426,"white",0,39,0,0,21,1,10,0,1,"test"
5427,"black",1,43,0,0,2,1,3,0,0,"train"
5428,"white",0,25,0,0,5,1,4,1,0,"test"
5429,"black",0,36,3,0,19,0,10,1,1,"test"
5430,"black",0,23,0,0,3,1,5,1,1,"train"
5431,"white",1,43,0,0,3,0,2,1,0,"test"
5432,"white",0,56,0,0,9,0,1,1,0,"test"
5433,"black",1,20,0,0,1,1,8,1,1,"train"
5434,"black",0,50,0,0,2,0,5,1,1,"test"
5435,"other",0,24,0,0,2,0,8,1,1,"train"
5436,"white",1,54,0,0,1,0,2,0,0,"train"
5438,"black",0,20,0,0,1,1,10,1,1,"train"
5439,"other",0,36,0,0,3,0,4,1,0,"train"
5440,"black",1,36,0,0,3,1,6,1,1,"train"
5441,"black",0,56,0,0,0,0,4,0,0,"train"
5442,"black",0,25,0,0,28,0,9,1,1,"train"
5443,"black",0,25,1,0,2,1,9,0,1,"test"
5444,"white",1,42,0,0,1,1,3,1,0,"train"
5445,"black",0,34,0,2,9,0,10,1,1,"test"
5446,"black",0,48,0,0,4,1,6,0,1,"train"
5447,"black",0,34,1,0,21,0,10,1,1,"test"
5448,"white",0,28,0,0,0,1,2,0,0,"train"
5449,"white",0,32,0,0,1,1,3,0,0,"test"
5451,"white",1,31,0,0,2,1,1,0,0,"test"
5453,"black",1,24,0,0,4,1,9,1,1,"train"
5454,"white",1,25,0,0,0,1,4,1,0,"test"
5455,"white",1,32,0,0,4,1,2,0,0,"test"
5456,"black",0,37,0,0,20,1,9,1,1,"test"
5458,"black",0,24,0,0,1,1,3,1,0,"test"
5459,"black",0,48,0,0,0,0,1,0,0,"train"
5460,"black",0,25,1,2,9,1,9,1,1,"train"
5461,"black",0,35,0,0,1,1,2,0,0,"train"
5463,"black",0,21,0,0,1,1,4,1,0,"train"
5465,"black",1,21,0,0,0,1,10,1,1,"test"
5472,"white",1,27,0,0,0,1,2,1,0,"train"
5473,"black",0,22,0,0,0,1,2,0,0,"train"
5474,"black",0,28,0,0,4,1,5,0,1,"test"
5475,"black",0,26,0,0,0,0,2,0,0,"test"
5476,"other",0,23,0,0,0,0,2,1,0,"train"
5477,"white",0,34,0,0,0,1,2,0,0,"train"
5479,"black",0,22,0,0,3,1,9,0,1,"test"
5482,"other",0,30,0,0,5,1,5,1,1,"train"
5483,"white",0,44,0,0,5,1,2,0,0,"train"
5484,"white",0,57,0,0,1,1,2,0,0,"train"
5485,"black",0,22,0,0,0,1,8,1,1,"train"
5487,"black",0,34,0,0,0,1,3,0,0,"train"
5489,"black",0,24,0,0,7,1,8,1,1,"train"
5491,"white",0,20,0,0,0,1,4,0,0,"train"
5492,"white",0,35,0,0,2,1,9,0,1,"test"
5494,"hispanic",0,53,0,0,1,0,1,1,0,"test"
5495,"black",0,60,0,0,13,1,3,0,0,"test"
5496,"black",1,22,0,0,2,1,5,0,1,"train"
5497,"hispanic",0,43,0,0,0,0,1,0,0,"train"
5500,"white",0,72,0,0,7,1,4,0,0,"train"
5501,"black",0,33,0,0,3,1,5,1,1,"train"
5502,"black",0,24,0,0,1,1,4,1,0,"train"
5505,"black",0,60,0,0,0,1,1,0,0,"train"
5506,"white",0,24,0,0,3,1,5,1,1,"train"
5507,"other",0,43,0,0,2,0,2,0,0,"test"
5508,"black",0,30,0,0,1,0,4,0,0,"test"
5511,"white",1,43,0,0,0,0,6,0,1,"train"
5512,"hispanic",0,48,0,0,1,0,1,0,0,"test"
5514,"other",0,54,0,0,0,0,1,0,0,"train"
5515,"black",0,45,0,0,1,0,1,0,0,"train"
5517,"other",0,36,0,0,0,1,4,0,0,"train"
5518,"white",0,31,0,0,1,0,1,0,0,"train"
5519,"black",0,40,0,0,0,0,1,0,0,"train"
5520,"white",0,50,0,0,1,1,1,0,0,"train"
5522,"other",1,26,0,0,1,0,6,0,1,"train"
5524,"black",0,41,0,0,7,1,4,0,0,"train"
5525,"white",0,34,0,0,5,1,6,1,1,"train"
5528,"white",1,28,0,0,0,1,6,0,1,"train"
5530,"black",0,30,0,0,1,1,1,0,0,"test"
5531,"white",0,23,0,0,2,1,9,1,1,"train"
5532,"hispanic",1,37,0,0,0,0,1,1,0,"test"
5534,"hispanic",0,35,0,0,5,0,2,0,0,"train"
5535,"white",0,21,0,0,1,1,6,1,1,"train"
5536,"black",0,45,0,0,1,1,9,0,1,"train"
5537,"black",1,22,0,1,2,0,8,1,1,"test"
5539,"black",0,29,0,0,6,1,8,1,1,"train"
5542,"black",1,30,0,0,0,0,2,0,0,"train"
5543,"white",0,45,0,0,3,0,3,1,0,"train"
5544,"black",1,24,0,0,2,1,4,0,0,"train"
5545,"white",0,31,0,0,4,1,8,1,1,"train"
5546,"white",0,56,0,0,0,0,1,0,0,"train"
5548,"hispanic",1,44,0,0,4,1,3,1,0,"train"
5550,"black",0,24,0,4,14,1,10,1,1,"test"
5551,"black",0,38,0,0,11,1,6,0,1,"test"
5552,"black",0,51,0,0,22,1,9,1,1,"train"
5553,"white",0,22,0,0,0,1,3,0,0,"train"
5554,"black",0,28,0,0,5,0,8,0,1,"train"
5556,"black",0,47,0,0,19,1,8,1,1,"test"
5557,"black",0,51,0,0,0,0,4,1,0,"test"
5558,"white",0,25,0,0,1,0,3,0,0,"train"
5560,"hispanic",0,53,0,0,1,1,1,0,0,"train"
5561,"black",0,30,0,0,0,1,1,0,0,"test"
5563,"white",0,33,0,0,0,1,6,1,1,"train"
5564,"black",0,35,0,0,5,1,4,1,0,"train"
5567,"black",1,33,0,0,0,1,2,0,0,"test"
5568,"black",0,65,0,0,11,1,10,0,1,"train"
5569,"other",0,59,0,0,1,0,1,0,0,"train"
5572,"black",1,37,0,0,4,0,5,0,1,"train"
5573,"white",1,33,0,0,1,1,7,0,1,"test"
5574,"black",0,27,0,0,2,1,7,1,1,"test"
5575,"black",1,29,0,0,9,1,7,1,1,"train"
5576,"native american",0,26,0,0,11,1,8,1,1,"train"
5578,"black",0,24,0,0,3,1,10,1,1,"test"
5579,"black",0,43,0,0,5,1,9,0,1,"test"
5583,"black",0,37,0,0,11,0,7,1,1,"train"
5584,"black",0,53,0,0,13,1,7,0,1,"train"
5585,"black",0,43,0,0,4,1,1,0,0,"train"
5586,"black",0,26,0,0,4,1,8,1,1,"test"
5590,"white",1,30,0,0,1,0,3,0,0,"train"
5591,"black",0,27,0,0,6,1,7,1,1,"train"
5592,"white",0,39,0,0,9,1,5,1,1,"test"
5593,"white",0,37,0,0,4,0,4,1,0,"train"
5594,"white",0,22,0,0,3,0,10,1,1,"test"
5596,"white",0,25,0,0,0,1,6,0,1,"train"
5598,"hispanic",0,26,0,0,1,1,5,0,1,"train"
5599,"white",1,28,0,0,0,0,6,0,1,"train"
5600,"black",0,25,0,0,0,0,5,1,1,"train"
5601,"white",0,58,0,0,1,1,1,0,0,"train"
5603,"white",1,29,0,0,1,0,5,1,1,"test"
5604,"black",0,33,0,0,8,1,5,0,1,"test"
5605,"black",0,38,0,0,0,1,1,0,0,"train"
5607,"white",0,38,0,0,2,1,3,0,0,"train"
5609,"black",0,59,0,0,22,1,6,1,1,"test"
5611,"other",0,29,0,0,4,0,5,1,1,"test"
5612,"black",0,57,0,0,9,1,5,0,1,"train"
5613,"white",0,53,0,0,0,0,2,1,0,"test"
5614,"black",0,33,0,0,2,1,8,1,1,"train"
5617,"white",0,58,0,0,1,0,1,0,0,"train"
5618,"white",0,51,0,0,1,0,1,0,0,"train"
5620,"black",0,25,0,0,11,1,9,1,1,"test"
5621,"white",0,53,0,0,2,1,4,0,0,"test"
5623,"white",0,32,0,0,0,0,6,1,1,"train"
5627,"black",0,35,0,0,6,1,8,1,1,"test"
5628,"white",0,39,0,0,1,1,1,0,0,"train"
5631,"hispanic",0,36,0,0,1,0,9,0,1,"train"
5632,"white",1,42,0,0,5,0,4,1,0,"test"
5633,"black",0,37,0,0,0,0,2,0,0,"test"
5634,"white",0,39,0,0,0,1,1,0,0,"test"
5635,"white",1,52,0,0,3,0,1,0,0,"train"
5637,"other",0,60,0,0,1,0,1,0,0,"train"
5638,"hispanic",0,37,0,0,2,0,1,0,0,"train"
5639,"white",0,42,0,0,4,1,1,1,0,"train"
5644,"hispanic",0,44,0,0,0,0,1,1,0,"train"
5646,"black",0,23,0,0,6,1,6,1,1,"train"
5647,"black",1,42,0,0,0,0,1,1,0,"train"
5649,"white",1,28,0,0,2,1,3,0,0,"train"
5650,"black",0,28,0,0,5,1,4,0,0,"test"
5651,"white",0,38,0,0,12,1,5,0,1,"train"
5652,"black",1,43,0,0,2,1,2,1,0,"train"
5654,"black",0,42,0,0,0,1,5,0,1,"train"
5655,"white",1,25,0,0,0,0,3,0,0,"train"
5657,"black",0,32,0,0,7,1,9,1,1,"test"
5658,"black",0,21,0,0,0,1,6,1,1,"train"
5659,"white",1,35,0,0,1,0,5,0,1,"test"
5660,"white",0,37,0,0,0,1,5,0,1,"test"
5664,"black",1,33,0,0,2,1,2,0,0,"train"
5665,"white",1,51,0,0,4,1,3,0,0,"train"
5666,"white",0,39,0,0,3,1,4,0,0,"test"
5667,"hispanic",0,35,0,0,5,0,6,1,1,"train"
5668,"black",0,40,0,0,3,1,7,0,1,"train"
5669,"black",0,32,0,0,17,1,8,1,1,"train"
5670,"white",0,18,5,0,4,1,8,1,1,"test"
5671,"white",0,32,0,0,3,1,6,1,1,"test"
5672,"other",0,37,0,0,0,0,1,0,0,"test"
5673,"black",0,32,0,0,10,1,6,1,1,"train"
5675,"white",0,47,0,0,5,0,3,1,0,"train"
5676,"white",1,23,0,0,0,0,7,0,1,"test"
5677,"white",0,63,0,0,10,1,4,1,0,"train"
5678,"black",0,38,0,1,16,1,9,1,1,"train"
5680,"black",0,32,0,0,6,0,5,1,1,"test"
5681,"black",0,31,0,0,4,1,8,1,1,"train"
5684,"black",0,23,0,0,0,1,3,0,0,"train"
5685,"hispanic",0,38,0,0,1,0,5,0,1,"test"
5686,"white",1,47,0,0,0,0,1,0,0,"train"
5687,"white",0,33,0,0,1,1,8,1,1,"train"
5689,"white",0,22,0,0,1,1,4,0,0,"train"
5691,"white",0,26,0,0,1,0,3,0,0,"train"
5692,"white",0,40,0,0,0,0,1,1,0,"train"
5693,"black",0,36,10,0,14,1,7,1,1,"train"
5695,"white",1,65,0,0,0,0,1,0,0,"test"
5696,"white",0,44,0,0,4,0,5,1,1,"test"
5697,"black",1,22,0,0,0,0,3,0,0,"train"
5698,"hispanic",0,34,0,0,0,0,1,0,0,"train"
5699,"hispanic",1,38,0,0,0,1,1,0,0,"train"
5700,"white",1,26,0,0,4,1,3,1,0,"test"
5701,"hispanic",0,20,0,0,0,0,4,1,0,"test"
5703,"hispanic",0,49,0,0,0,1,1,0,0,"train"
5707,"black",0,56,0,0,7,1,4,0,0,"test"
5711,"white",0,52,0,0,2,1,9,1,1,"train"
5713,"other",0,25,0,0,2,0,2,1,0,"test"
5716,"black",0,34,0,0,5,1,1,0,0,"train"
5717,"black",0,33,0,0,1,0,1,1,0,"test"
5719,"black",0,21,0,1,1,1,7,0,1,"train"
5722,"black",0,46,0,0,9,1,4,0,0,"train"
5723,"black",0,22,0,0,2,0,6,1,1,"test"
5724,"white",0,57,0,0,1,0,4,0,0,"train"
5725,"black",0,22,0,0,2,1,3,1,0,"train"
5726,"white",1,48,0,0,1,0,1,1,0,"test"
5727,"black",0,40,0,0,21,1,5,0,1,"train"
5728,"black",1,30,0,0,1,1,2,0,0,"test"
5729,"white",0,21,0,1,4,0,7,1,1,"train"
5730,"black",1,39,0,2,22,1,10,1,1,"test"
5731,"white",0,27,0,0,13,1,6,1,1,"train"
5732,"white",1,33,0,0,0,0,6,1,1,"train"
5733,"black",0,24,0,0,0,1,3,0,0,"train"
5735,"black",0,43,0,0,0,1,1,1,0,"train"
5736,"white",1,45,0,0,0,0,1,0,0,"train"
5738,"black",0,51,0,0,3,1,3,0,0,"test"
5739,"black",1,35,0,0,2,1,2,1,0,"train"
5740,"black",0,31,0,0,9,0,7,1,1,"train"
5741,"white",0,27,0,0,0,0,2,0,0,"test"
5742,"black",0,32,0,0,1,1,2,0,0,"train"
5743,"white",0,49,0,0,0,0,1,0,0,"test"
5745,"black",0,29,0,0,2,1,3,0,0,"test"
5748,"black",0,23,0,1,2,1,6,1,1,"test"
5749,"asian",0,30,0,0,6,0,3,0,0,"train"
5750,"black",0,55,0,0,12,1,6,1,1,"test"
5753,"white",0,30,0,0,0,0,4,0,0,"test"
5754,"black",0,34,0,0,13,1,4,1,0,"train"
5755,"white",0,56,0,0,2,1,1,0,0,"test"
5756,"black",0,33,0,0,4,1,6,0,1,"test"
5757,"black",0,28,0,0,1,0,2,0,0,"test"
5759,"black",0,29,0,0,1,1,8,0,1,"train"
5760,"white",0,38,0,0,0,0,1,0,0,"train"
5761,"white",0,37,0,0,0,1,3,0,0,"test"
5762,"white",1,33,0,0,0,0,1,1,0,"test"
5763,"hispanic",0,30,0,0,0,1,2,0,0,"train"
5765,"black",0,51,1,0,19,1,9,0,1,"train"
5768,"black",0,65,0,0,7,0,5,0,1,"test"
5769,"black",1,32,0,0,1,0,1,0,0,"train"
5772,"white",0,38,0,0,5,1,7,1,1,"train"
5773,"black",0,35,0,0,1,1,4,0,0,"test"
5774,"white",0,57,0,0,1,1,1,0,0,"train"
5776,"white",0,26,0,0,1,1,3,0,0,"test"
5778,"hispanic",1,23,0,3,7,0,8,1,1,"train"
5779,"black",1,36,2,0,4,0,6,1,1,"train"
5782,"hispanic",1,33,0,0,2,1,4,1,0,"train"
5784,"white",0,35,0,0,3,1,5,1,1,"test"
5785,"black",0,33,0,0,0,1,1,0,0,"train"
5787,"white",0,47,0,0,0,0,1,0,0,"train"
5789,"hispanic",1,53,0,0,0,0,1,0,0,"train"
5790,"other",0,31,0,0,6,1,5,0,1,"train"
5792,"white",0,35,0,0,1,0,4,1,0,"test"
5793,"black",1,36,0,0,1,1,3,1,0,"train"
5795,"white",1,25,0,0,0,0,3,0,0,"test"
5797,"hispanic",0,52,0,0,10,1,6,0,1,"train"
